city,comparable,date,new_cases_raw,new_cases_7dayMA,new_cases_per1M_raw,new_cases_per1M_7dayMA,new_deaths_raw,new_deaths_7dayMA,new_deaths_per10M_raw,new_deaths_per10M_7dayMA
Columbus,0,2020-06-05,107,92.7142857142857,8.16606883919713,7.07580597682101,2,5.57142857142857,15.2636800732657,42.5202516326686
Columbus,0,2020-06-06,83,90.4285714285714,6.33442723040525,6.90136391884083,2,5.28571428571429,15.2636800732657,40.3397259079164
Columbus,0,2020-06-07,106,92.8571428571429,8.0897504388308,7.08670860544477,2,5.28571428571429,15.2636800732657,40.3397259079164
Columbus,0,2020-06-08,74,93.2857142857143,5.6475616271083,7.11941649131606,1,4.14285714285714,7.63184003663283,31.6176230089075
Columbus,0,2020-06-09,81,95.8571428571429,6.18179042967259,7.31566380654376,3,3.42857142857143,22.8955201098985,26.1663086970269
Columbus,0,2020-06-10,74,89.8571428571429,5.6475616271083,6.85775340434579,10,3.28571428571429,76.3184003663283,25.0760458346507
Columbus,0,2020-06-11,103,89.7142857142857,7.86079523773182,6.84685077572203,7,3.85714285714286,53.4228802564298,29.4370972841552
Columbus,0,2020-06-12,74,85,5.6475616271083,6.48706403113791,5,4.28571428571429,38.1592001831642,32.7078858712836
Columbus,0,2020-06-13,112,89.1428571428572,8.54766084102877,6.80324026122698,4,4.57142857142857,30.5273601465313,34.8884115960358
Columbus,0,2020-06-14,46,80.5714285714286,3.5106464168511,6.14908254380131,0,4.28571428571429,0,32.7078858712836
Columbus,0,2020-06-15,126,88,9.61611844615737,6.71601923223689,3,4.57142857142857,22.8955201098985,34.8884115960358
Columbus,0,2020-06-16,87,88.8571428571429,6.63970083187056,6.78143500397946,2,4.42857142857143,15.2636800732657,33.7981487336597
Columbus,0,2020-06-17,76,89.1428571428572,5.80019842784095,6.80324026122698,3,3.42857142857143,22.8955201098985,26.1663086970269
Columbus,0,2020-06-18,122,91.8571428571429,9.31084484469205,7.01039020507845,5,3.14285714285714,38.1592001831642,23.9857829722746
Columbus,0,2020-06-19,103,96,7.86079523773182,7.32656643516752,6,3.28571428571429,45.791040219797,25.0760458346507
Columbus,0,2020-06-20,104,94.8571428571429,7.93711363809815,7.23934540617743,9,4,68.6865603296955,30.5273601465313
Columbus,0,2020-06-21,100,102.571428571429,7.63184003663283,7.82808735186053,1,4.14285714285714,7.63184003663283,31.6176230089075
Columbus,0,2020-06-22,121,101.857142857143,9.23452644432573,7.77357420874173,0,3.71428571428571,0,28.3468344217791
Columbus,0,2020-06-23,114,105.714285714286,8.70029764176143,8.06794518158328,12,5.14285714285714,91.582080439594,39.2494630455403
Columbus,0,2020-06-24,115,111.285714285714,8.77661604212776,8.49314769790997,6,5.57142857142857,45.791040219797,42.5202516326686
Columbus,0,2020-06-25,166,117.571428571429,12.6688544608105,8.97286335735546,2,5.14285714285714,15.2636800732657,39.2494630455403
Columbus,0,2020-06-26,201,131.571428571429,15.339998473632,10.0413209624841,5,5,38.1592001831642,38.1592001831642
Columbus,0,2020-06-27,183,142.857142857143,13.9662672670381,10.9026286237612,9,5,68.6865603296955,38.1592001831642
Columbus,0,2020-06-28,146,149.428571428571,11.1424864534839,11.4041495404542,1,5,7.63184003663283,38.1592001831642
Columbus,0,2020-06-29,142,152.428571428571,10.8372128520186,11.6331047415532,2,5.28571428571429,15.2636800732657,40.3397259079164
Columbus,0,2020-06-30,166,159.857142857143,12.6688544608105,12.2000414299888,9,4.85714285714286,68.6865603296955,37.068937320788
